Company,Model,Year,Reviewer,Date,Title,Rating,Review
maserati,ghibli,2016,amusicdoc, 01/16/2020,16 pre owned Ghibli SQ4,5,"Bought it for a very reasonable price with 28k on it. The only problem I had is the battery failure which the dealer replaced at no charge within 2 days. The drive/performance and comfort of front seats are amazing. There is a true difference between Normal and Sport modes unlike other vehicles - be ready to handle the torque when it is in Sport. A friend of mine, who has a 17 MB sedan, told me after driving the Ghibli that my car was like playing a violin as he was driving it. I guess Maserati does sound close to Stradivari :) Do not settle for the average, test drive the Ghibli before you buy a German mediocre product does doesnt even turn heads any more.."
maserati,ghibli,2016,gg, 10/08/2020,Can't beat this beautiful car,5,"although you hear people talking about the price of repairs and other problems this car is better than other upper end cars and  handles better than comparable cars. If you are buying
a car like this repairs are the same as on Porsche or Mercedes. The feel of driving a car like this is well worth it. The interior is luxurious and quiet unless you drive in sport mode  which turns this car loose and goes. The engine is a v6 bi-turbo Ferrari engine AWD and goes in the snow nicely. Have a blast driving!!!
"
maserati,ghibli,2017,Robert F, 10/28/2018,Avacar Italian Beauty,5,"I love this car, where I call it my Avacar (in reference of the movie Avatar), where this car is the expansion of the best of me in a vehicle.  I Love the overall handling, the sound of the engine (when in Sport), and the acceleration is awesome from 0-60, but also and especially 60-90 mph, even up steep grades.  The control systems are easy enough to figure out (the navigation kind of sucks), but everything else is high quality, simple to use and can be controlled either on the large screen or manually.  Also, the front seats are roomy where I am 6'-6"" tall, 300 pounds and I fit comfortably in this Italian Beauty; although the backseats are cramped, where I don't even try to fit in the back, but use the backseats for storing items.  The trunk is large and wide and the seats fold down when items are longer than 4 feet.  The exterior of the car and rims looks slick; we got the color in champagne and it looks both sporty and luxurious.
"
maserati,ghibli,2017,JBR, 12/09/2017,Worst seats in history,2,"The front seats are so painfully uncomfortable they could be used to coerce confessions. The upper part of the seats, behind the shoulders, is too narrow and sticks out way too far, so you can't really sit back into the seat without feeling like you have two fists in your shoulder blades. I can basically drive the car for five minutes without being in pain. And there's really no fix to this, especially because the corporate office is totally nonresponsive, and the dealer is just happy to have one less of these things to have to move.  I guess I should've leaned back more into the seat during the short test drive.  And that's just the front seat.  Back seat passengers have difficulty getting in and out, and then complain that the seats are too wedge-like, like their butt is being pinched together. Anyway, I've been trying to sell this car from the moment I leased it. I know I'll take a hit, but it's better than being in pain for the next three years (and maybe I'll just sue the company). Next time I'll just spend a little extra money and get a proper Mercedes or Jaguar or something like that.
"
maserati,ghibli,2017,Stayawayfrommaserati, 10/21/2019,Too many defects,1,"Too many issues with this brand:
Engine shuts off, smoke from hood, break pedal stuck, back camera lose picture, interior lights dont shut off by itself and many more
"
maserati,ghibli,2017,Daniel Aluigi, 01/13/2018,Awesome car! Forget those German cars!!,5,"The acceleration , luxury and styling are far above any German car!!
"
maserati,ghibli,2017,Tim H, 03/22/2018,Love this luxury car for cheaper maintain than x5,5,"This car is a joy to drive.  Great gas mileage and love the detail to the interior  The Blue tooth phone is bad.  That is it.
"
maserati,ghibli,2017,Sherry, 02/24/2018,"LOVE, LOVE my Mas",5,"Beautiful car! Runs fantastic only drawback is people are always asking me what kind of car is it.  Or asking how fast have you gotten it up to..
"
maserati,ghibli,2017,Singh, 04/04/2019,Great car,5,"I had Mercedes e300 2018 one day I took drive test with Maserati I love it drive and price and high end car
"
maserati,ghibli,2018,Tridente, 05/01/2019,The absolute opposite of ordinary,5,"When I was shopping around, I looked at Porsche Panamera, Tesla Model S the Ghibli S Q4. I finally went for the Ghibli S Q4 MY2018 with all the most recent updates. I come from Porsche, BMW and Audi ownership experience. I can say that the Ghibli has been the best experience so far. The uniqueness, the style, the emotion and the driving pleasure is incomparable. The platform and the engineering has been improved over time and it is very solid and reliable as of right now. The interior has been improved since it was introduced. Same for the driving assistance features. Exterior style has been improved as well with some slight, but very effective, changes. The ride is refined and the pickup and progression is impressive. Acceleration is great, because we are talking about the V6 Twinturbo 424HP... I am not a fan of the base engine, it doesn't seems to be the right choise to keep with the prestige and performance heritage of Maserati. So the SQ4 is the only way to go for me. The car does receive a lot of attention and it differentiate from the mass and Germans.
"
maserati,ghibli,2018,Car guru, 08/15/2018,Italian dream,5,"Great Italian sports sedan. Unbeatable exhaust note and very fun to drive. Traction can be limited due to overwhelming torque with S TwinTurbo, so would probably get 4 Wheel Drive version next time. Overall a joy to own!
"
maserati,ghibli,2018,Jay Royster, 05/21/2018,Poor Resell value and interior,3,"Poor resell value, your car will depreciate by $25-30,000 once you drive it off the dealership lot. Dealership doesn't provide a Maserita as a loaner while you wait for service.  The interior makes you feel like you are driving a Chrysler. Other brands provide more for your money and hold their value better.
"
